filename,start,end
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0394.V5_1.nc,2003-05-26T00:26:04.9,2003-06-04T22:23:43.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0395.V5_1.nc,2003-06-04T22:24:36.0,2003-06-14T20:22:13.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0396.V5_1.nc,2003-06-14T20:23:07.0,2003-06-24T18:20:44.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0397.V5_1.nc,2003-06-24T18:21:37.0,2003-07-04T16:19:16.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0398.V5_1.nc,2003-07-04T16:20:08.9,2003-07-14T14:17:48.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0399.V5_1.nc,2003-07-14T14:18:42.0,2003-07-24T12:16:20.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0400.V5_1.nc,2003-07-24T12:17:14.0,2003-08-03T10:14:52.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0401.V5_1.nc,2003-08-03T10:15:45.0,2003-08-13T08:13:24.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0402.V5_1.nc,2003-08-13T08:14:16.9,2003-08-23T06:11:56.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0403.V5_1.nc,2003-08-23T06:12:49.0,2003-09-02T04:10:28.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0404.V5_1.nc,2003-09-02T04:11:21.0,2003-09-12T02:08:58.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0405.V5_1.nc,2003-09-12T02:09:52.0,2003-09-22T00:07:30.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0406.V5_1.nc,2003-09-22T00:08:23.0,2003-10-01T22:06:00.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0407.V5_1.nc,2003-10-01T22:06:54.0,2003-10-11T20:04:33.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0408.V5_1.nc,2003-10-11T20:05:26.0,2003-10-21T18:03:04.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0409.V5_1.nc,2003-10-21T18:03:58.0,2003-10-31T16:01:36.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0410.V5_1.nc,2003-10-31T16:02:30.0,2003-11-10T14:00:08.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0411.V5_1.nc,2003-11-10T14:01:01.0,2003-11-19T04:07:28.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0412.V5_1.nc,2003-11-28T14:57:35.0,2003-11-30T09:57:09.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0413.V5_1.nc,2003-11-30T09:58:02.0,2003-12-10T07:55:41.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0414.V5_1.nc,2003-12-10T07:56:35.0,2003-12-20T05:54:14.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0415.V5_1.nc,2003-12-20T05:55:08.0,2003-12-30T03:52:47.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0416.V5_1.nc,2003-12-30T03:53:41.0,2004-01-09T01:51:20.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0417.V5_1.nc,2004-01-09T01:52:12.9,2004-01-18T23:49:51.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0418.V5_1.nc,2004-01-18T23:50:44.0,2004-01-28T21:48:22.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0419.V5_1.nc,2004-01-28T21:49:15.0,2004-02-07T19:46:52.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0420.V5_1.nc,2004-02-07T19:47:46.0,2004-02-15T02:02:53.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0421.V5_1.nc,2004-02-21T06:04:48.9,2004-02-27T15:43:54.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0422.V5_1.nc,2004-02-27T15:44:47.0,2004-03-08T13:42:27.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0423.V5_1.nc,2004-03-08T13:43:20.0,2004-03-18T11:41:00.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0424.V5_1.nc,2004-03-18T11:41:53.0,2004-03-28T09:39:32.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0425.V5_1.nc,2004-03-28T09:40:26.0,2004-04-07T07:38:04.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0426.V5_1.nc,2004-04-07T07:38:57.9,2004-04-17T05:36:37.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0427.V5_1.nc,2004-04-17T05:37:30.0,2004-04-27T03:35:09.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0428.V5_1.nc,2004-04-27T03:36:02.0,2004-05-07T01:33:40.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0429.V5_1.nc,2004-05-07T01:34:34.0,2004-05-16T23:32:12.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0430.V5_1.nc,2004-05-16T23:33:04.9,2004-05-26T21:30:43.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0431.V5_1.nc,2004-05-26T21:31:36.0,2004-06-05T19:29:13.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0432.V5_1.nc,2004-06-05T19:30:06.0,2004-06-15T17:27:43.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0433.V5_1.nc,2004-06-15T17:28:37.0,2004-06-25T15:26:16.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0434.V5_1.nc,2004-06-25T15:27:10.0,2004-07-05T13:24:49.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0435.V5_1.nc,2004-07-05T13:25:42.0,2004-07-15T11:23:21.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0436.V5_1.nc,2004-07-15T11:24:15.0,2004-07-25T09:21:54.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0437.V5_1.nc,2004-07-25T09:22:47.0,2004-08-04T07:20:26.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0438.V5_1.nc,2004-08-04T07:21:20.0,2004-08-14T05:18:58.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0439.V5_1.nc,2004-08-14T05:19:52.0,2004-08-24T03:17:29.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0440.V5_1.nc,2004-08-24T03:18:23.0,2004-09-03T01:16:01.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0441.V5_1.nc,2004-09-03T01:16:55.0,2004-09-12T23:14:32.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0442.V5_1.nc,2004-09-12T23:15:26.0,2004-09-22T21:13:03.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0443.V5_1.nc,2004-09-22T21:13:56.0,2004-10-02T19:11:34.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0444.V5_1.nc,2004-10-02T19:12:27.0,2004-10-12T17:10:04.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0445.V5_1.nc,2004-10-12T17:10:56.9,2004-10-22T15:08:36.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0446.V5_1.nc,2004-10-22T15:09:30.0,2004-11-01T13:07:09.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0447.V5_1.nc,2004-11-01T13:08:03.0,2004-11-11T11:05:41.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0448.V5_1.nc,2004-11-11T11:06:35.0,2004-11-21T09:04:14.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0449.V5_1.nc,2004-11-21T09:05:07.0,2004-12-01T07:02:46.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0450.V5_1.nc,2004-12-01T07:03:38.9,2004-12-11T05:01:17.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0451.V5_1.nc,2004-12-11T05:02:11.0,2004-12-21T02:59:49.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0452.V5_1.nc,2004-12-21T03:00:42.0,2004-12-31T00:58:20.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0453.V5_1.nc,2004-12-31T00:59:13.0,2005-01-09T22:56:50.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0454.V5_1.nc,2005-01-09T22:57:44.0,2005-01-19T20:55:21.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0455.V5_1.nc,2005-01-19T20:56:14.0,2005-01-29T18:53:53.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0456.V5_1.nc,2005-01-29T18:54:47.0,2005-02-08T16:52:25.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0457.V5_1.nc,2005-02-08T16:53:19.0,2005-02-18T14:50:58.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0458.V5_1.nc,2005-02-18T14:51:51.0,2005-02-28T12:49:30.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0459.V5_1.nc,2005-02-28T12:50:24.0,2005-03-10T10:48:02.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0460.V5_1.nc,2005-03-10T10:48:56.0,2005-03-20T08:46:34.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0461.V5_1.nc,2005-03-20T08:47:28.0,2005-03-30T06:45:07.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0462.V5_1.nc,2005-03-30T06:46:00.0,2005-04-09T04:43:39.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0463.V5_1.nc,2005-04-09T04:44:31.9,2005-04-19T02:42:10.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0464.V5_1.nc,2005-04-19T02:43:04.0,2005-04-29T00:40:42.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0465.V5_1.nc,2005-04-29T00:41:34.9,2005-05-08T22:39:13.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0466.V5_1.nc,2005-05-08T22:40:06.0,2005-05-18T20:37:44.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0467.V5_1.nc,2005-05-18T20:38:37.0,2005-05-28T18:36:16.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0468.V5_1.nc,2005-05-28T18:37:10.0,2005-06-07T16:34:48.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0469.V5_1.nc,2005-06-07T16:35:42.0,2005-06-17T14:33:21.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0470.V5_1.nc,2005-06-17T14:34:14.0,2005-06-27T12:31:53.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0471.V5_1.nc,2005-06-27T12:32:47.0,2005-07-07T10:30:25.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0472.V5_1.nc,2005-07-07T10:31:19.0,2005-07-17T08:28:58.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0473.V5_1.nc,2005-07-17T08:29:50.9,2005-07-27T06:27:29.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0474.V5_1.nc,2005-07-27T06:28:23.0,2005-08-06T04:26:02.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0475.V5_1.nc,2005-08-06T04:26:55.0,2005-08-16T02:24:34.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0476.V5_1.nc,2005-08-16T02:25:27.0,2005-08-26T00:23:04.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0477.V5_1.nc,2005-08-26T00:23:59.0,2005-09-04T22:21:37.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0478.V5_1.nc,2005-09-04T22:22:30.0,2005-09-14T20:20:08.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0479.V5_1.nc,2005-09-14T20:21:01.0,2005-09-20T20:37:18.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0480.V5_1.nc,2005-09-28T06:38:05.0,2005-10-04T16:17:10.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0481.V5_1.nc,2005-10-04T16:18:02.9,2005-10-14T14:15:42.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0482.V5_1.nc,2005-10-14T14:16:36.0,2005-10-24T12:14:15.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0483.V5_1.nc,2005-10-24T12:15:08.0,2005-11-03T10:12:47.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0484.V5_1.nc,2005-11-03T10:13:41.0,2005-11-13T08:11:19.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0485.V5_1.nc,2005-11-13T08:12:13.0,2005-11-23T06:09:52.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0486.V5_1.nc,2005-11-23T06:10:46.0,2005-12-03T04:08:24.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0487.V5_1.nc,2005-12-03T04:09:17.0,2005-12-13T02:06:55.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0488.V5_1.nc,2005-12-13T02:07:47.9,2005-12-23T00:05:25.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0489.V5_1.nc,2005-12-23T00:06:19.0,2006-01-01T22:03:56.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0490.V5_1.nc,2006-01-01T22:04:50.0,2006-01-11T20:02:28.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0491.V5_1.nc,2006-01-11T20:03:22.0,2006-01-21T18:01:00.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0492.V5_1.nc,2006-01-21T18:01:52.9,2006-01-31T15:59:32.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0493.V5_1.nc,2006-01-31T16:00:25.0,2006-02-10T13:58:05.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0494.V5_1.nc,2006-02-10T13:58:58.0,2006-02-20T11:56:38.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0495.V5_1.nc,2006-02-20T11:57:32.0,2006-03-02T09:55:10.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0496.V5_1.nc,2006-03-02T09:56:03.0,2006-03-12T07:53:42.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0497.V5_1.nc,2006-03-12T07:54:35.0,2006-03-22T05:52:12.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0498.V5_1.nc,2006-03-22T05:53:07.0,2006-04-01T03:50:45.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0499.V5_1.nc,2006-04-01T03:51:38.0,2006-04-11T01:49:15.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0500.V5_1.nc,2006-04-11T01:50:10.0,2006-04-20T23:47:47.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0501.V5_1.nc,2006-04-20T23:48:41.0,2006-04-30T21:46:19.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0502.V5_1.nc,2006-04-30T21:47:13.0,2006-05-10T19:44:51.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0503.V5_1.nc,2006-05-10T19:45:44.0,2006-05-20T17:43:22.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0504.V5_1.nc,2006-05-20T17:44:16.0,2006-05-30T15:41:53.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0505.V5_1.nc,2006-05-30T15:42:47.0,2006-06-09T13:40:25.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0506.V5_1.nc,2006-06-09T13:41:18.0,2006-06-19T11:38:56.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0507.V5_1.nc,2006-06-19T11:39:48.9,2006-06-29T09:37:27.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0508.V5_1.nc,2006-06-29T09:38:21.0,2006-07-09T07:36:00.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0509.V5_1.nc,2006-07-09T07:36:53.0,2006-07-19T05:34:32.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0510.V5_1.nc,2006-07-19T05:35:25.0,2006-07-29T03:33:04.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0511.V5_1.nc,2006-07-29T03:33:58.0,2006-08-08T01:31:37.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0512.V5_1.nc,2006-08-08T01:32:30.0,2006-08-17T23:30:08.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0513.V5_1.nc,2006-08-17T23:31:02.0,2006-08-27T21:28:40.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0514.V5_1.nc,2006-08-27T21:29:33.0,2006-09-06T19:27:10.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0515.V5_1.nc,2006-09-06T19:28:05.0,2006-09-16T17:25:43.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0516.V5_1.nc,2006-09-16T17:26:35.9,2006-09-26T15:24:14.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0517.V5_1.nc,2006-09-26T15:25:07.0,2006-10-06T13:22:46.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0518.V5_1.nc,2006-10-06T13:23:39.9,2006-10-16T11:21:19.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0519.V5_1.nc,2006-10-16T11:22:12.0,2006-10-26T09:19:51.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0520.V5_1.nc,2006-10-26T09:20:44.0,2006-10-30T20:05:34.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0522.V5_1.nc,2006-11-16T22:30:28.0,2006-11-25T03:15:27.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0523.V5_1.nc,2006-11-25T03:16:20.0,2006-12-05T01:13:58.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0524.V5_1.nc,2006-12-05T01:14:51.9,2006-12-14T23:12:30.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0525.V5_1.nc,2006-12-14T23:13:23.0,2006-12-24T21:11:01.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0526.V5_1.nc,2006-12-24T21:11:55.0,2007-01-03T19:09:33.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0527.V5_1.nc,2007-01-03T19:10:27.0,2007-01-13T17:08:05.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0528.V5_1.nc,2007-01-13T17:08:58.0,2007-01-23T15:06:36.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0529.V5_1.nc,2007-01-23T15:07:30.0,2007-02-02T13:05:09.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0530.V5_1.nc,2007-02-02T13:06:02.0,2007-02-12T11:03:41.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0531.V5_1.nc,2007-02-12T11:04:34.0,2007-02-22T09:02:13.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0532.V5_1.nc,2007-02-22T09:03:07.0,2007-03-04T07:00:46.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0533.V5_1.nc,2007-03-04T07:01:39.0,2007-03-14T04:59:18.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0534.V5_1.nc,2007-03-14T05:00:11.0,2007-03-24T02:57:50.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0535.V5_1.nc,2007-03-24T02:58:43.0,2007-04-03T00:56:21.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0536.V5_1.nc,2007-04-03T00:57:15.0,2007-04-12T22:54:53.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0537.V5_1.nc,2007-04-12T22:55:46.0,2007-04-22T20:53:22.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0538.V5_1.nc,2007-04-22T20:54:17.0,2007-05-02T18:51:54.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0539.V5_1.nc,2007-05-02T18:52:47.0,2007-05-12T16:50:26.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0540.V5_1.nc,2007-05-12T16:51:19.0,2007-05-22T14:48:58.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0541.V5_1.nc,2007-05-22T14:49:51.0,2007-06-01T12:47:29.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0542.V5_1.nc,2007-06-01T12:48:23.0,2007-06-11T10:46:02.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0543.V5_1.nc,2007-06-11T10:46:55.0,2007-06-21T08:44:33.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0544.V5_1.nc,2007-06-21T08:45:26.9,2007-07-01T06:43:04.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0545.V5_1.nc,2007-07-01T06:43:59.0,2007-07-11T04:41:37.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0546.V5_1.nc,2007-07-11T04:42:31.0,2007-07-21T02:40:09.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0547.V5_1.nc,2007-07-21T02:41:02.0,2007-07-31T00:38:41.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0548.V5_1.nc,2007-07-31T00:39:34.0,2007-08-09T22:37:12.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0549.V5_1.nc,2007-08-09T22:38:05.0,2007-08-19T20:35:43.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0550.V5_1.nc,2007-08-19T20:36:36.0,2007-08-29T18:34:15.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0551.V5_1.nc,2007-08-29T18:35:09.0,2007-09-08T16:32:47.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0552.V5_1.nc,2007-09-08T16:33:41.0,2007-09-18T14:31:19.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0553.V5_1.nc,2007-09-18T14:32:13.0,2007-09-28T12:29:51.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0554.V5_1.nc,2007-09-28T12:30:44.9,2007-10-08T10:28:23.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0555.V5_1.nc,2007-10-08T10:29:16.0,2007-10-18T08:26:54.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0556.V5_1.nc,2007-10-18T08:27:48.0,2007-10-28T06:25:27.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0557.V5_1.nc,2007-10-28T06:26:19.9,2007-11-07T04:23:58.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0558.V5_1.nc,2007-11-07T04:24:52.0,2007-11-17T02:22:30.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0559.V5_1.nc,2007-11-17T02:23:23.0,2007-11-27T00:21:01.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0560.V5_1.nc,2007-11-27T00:21:54.0,2007-12-06T22:19:33.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0561.V5_1.nc,2007-12-06T22:20:26.0,2007-12-16T20:18:04.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0562.V5_1.nc,2007-12-16T20:18:58.0,2007-12-26T18:16:36.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0563.V5_1.nc,2007-12-26T18:17:30.0,2008-01-05T16:15:09.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0564.V5_1.nc,2008-01-05T16:16:02.0,2008-01-15T14:13:41.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0565.V5_1.nc,2008-01-15T14:14:33.9,2008-01-25T12:12:12.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0566.V5_1.nc,2008-01-25T12:13:06.0,2008-02-04T10:10:45.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0567.V5_1.nc,2008-02-04T10:11:38.0,2008-02-14T08:09:17.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0568.V5_1.nc,2008-02-14T08:10:11.0,2008-02-24T06:07:49.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0569.V5_1.nc,2008-02-24T06:08:43.0,2008-03-05T04:06:22.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0570.V5_1.nc,2008-03-05T04:07:15.0,2008-03-15T02:04:53.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0571.V5_1.nc,2008-03-15T02:05:46.9,2008-03-25T00:03:24.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0572.V5_1.nc,2008-03-25T00:04:18.0,2008-04-03T22:01:55.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0573.V5_1.nc,2008-04-03T22:02:49.0,2008-04-13T20:00:26.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0574.V5_1.nc,2008-04-13T20:01:19.0,2008-04-23T17:58:57.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0575.V5_1.nc,2008-04-23T17:59:50.0,2008-05-03T15:57:29.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0576.V5_1.nc,2008-05-03T15:58:22.0,2008-05-13T13:56:00.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0577.V5_1.nc,2008-05-13T13:56:54.0,2008-05-23T11:54:32.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0578.V5_1.nc,2008-05-23T11:55:25.0,2008-06-02T09:53:04.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0579.V5_1.nc,2008-06-02T09:53:56.9,2008-06-12T07:51:35.9
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0580.V5_1.nc,2008-06-12T07:52:29.0,2008-06-22T05:50:08.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0581.V5_1.nc,2008-06-22T05:51:01.0,2008-07-02T03:48:39.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0582.V5_1.nc,2008-07-02T03:49:33.0,2008-07-12T01:47:11.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0583.V5_1.nc,2008-07-12T01:48:58.0,2008-07-21T23:46:37.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0584.V5_1.nc,2008-07-21T23:47:30.0,2008-07-31T21:45:08.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0585.V5_1.nc,2008-07-31T21:46:02.0,2008-08-10T19:43:40.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0586.V5_1.nc,2008-08-10T19:44:33.0,2008-08-20T17:42:11.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0587.V5_1.nc,2008-08-20T17:43:04.0,2008-08-30T15:40:43.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0588.V5_1.nc,2008-08-30T15:41:35.9,2008-09-09T13:39:15.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0589.V5_1.nc,2008-09-09T13:40:08.0,2008-09-19T11:37:47.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0590.V5_1.nc,2008-09-19T11:38:40.0,2008-09-29T09:36:19.0
Merged_TOPEX_Jason_OSTM_Jason-3_Cycle_0591.V5_1.nc,2008-09-29T09:37:12.0,2008-10-09T07:34:51.0
